,Brand,Price,MRP,Processor,Rating,Reviews,Reviews1,Ram,Ava_offer
236,ASUS Ryzen 5 Quad Core 3500U - (8 GB/1 TB HDD/Windows 10 Home) M415DA-EB501T Thin and Light Laptop,"₹41,490","₹82,227","AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD35.56 cm (14 inch) DisplayMy Asus, AppDeals, System Diagnosis, Splendid1 Year Onsite Warranty",4.6,4 Ratings & 2 Reviews,4 Ratings & 2 Reviews,1 Year Onsite Warranty,25% off
237,ASUS Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) X415JA-EK085TS Thin and Light Laptop,"₹47,990","₹1,23,990",Intel Core i5 Processor (10th Gen)8 GB DDR4 RAMWindows 10 Operating System1 TB HDD35.56 cm (14 inch) DisplayOffice Home and Student 20191 Year Onsite,4.3,4 Ratings & 1 Reviews,4 Ratings & 1 Reviews,AMD Ryzen 5 Quad Core Processor,11% off
238,DELL Inspiron Core i3 10th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10 Home) Inspiron 5491 2 in 1 Lapto...,"₹55,990","₹81,868","Intel Core i3 Processor (10th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD35.56 cm (14 inch) Touchscreen DisplayMicrosoft Office Home and Student 20191 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",4.5,9 Ratings & 2 Reviews,9 Ratings & 2 Reviews,8 GB DDR4 RAM,2% off
239,Lenovo ThinkPad E14 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) E14 Laptop,"₹39,990","₹1,03,279",Intel Core i3 Processor (10th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty,4.5,39 Ratings & 4 Reviews,39 Ratings & 4 Reviews,64 bit Windows 10 Operating System,32% off
240,acer Aspire 5 Core i3 10th Gen - (4 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) A514-53-316M Thin an...,"₹37,990","₹55,591","Intel Core i3 Processor (10th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayAcer Care Center, Acer Configuration Manager, Quick Access, Acer Product Registration1 Year International Travelers Warranty (ITW)",4.4,504 Ratings & 61 Reviews,504 Ratings & 61 Reviews,512 GB SSD,18% off
241,Lenovo Thinkpad E14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) E14 Thin and Light Laptop,"₹58,990","₹1,54,710",Intel Core i5 Processor (10th Gen)8 GB DDR4 RAMWindows 10 Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty,4.2,860 Ratings & 125 Reviews,860 Ratings & 125 Reviews,35.56 cm (14 inch) Display,1% off
242,APPLE MacBook Pro M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MYDC2HN/A,"₹1,42,900","₹84,990","Apple M1 Processor8 GB DDR4 RAMMac OS Operating System512 GB SSD33.78 cm (13.3 inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warra­nty",4,795 Ratings & 105 Reviews,795 Ratings & 105 Reviews,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),32% off
243,ASUS ZenBook Duo Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/2 GB Graphics) UX481FL-HJ143TS Thi...,"₹1,24,990","₹84,990","Intel Core i7 Processor (10th Gen)16 GB LPDDR3 RAM64 bit Windows 10 Operating System1 TB SSD35.56 cm (14 inch) DisplayMy Asus, Splendid, Tru2Life, Microsoft Office Home and Student 20191 Year Onsite Warranty",4.3,12 Ratings & 4 Reviews,12 Ratings & 4 Reviews,AMD Ryzen 3 Dual Core Processor,7% off
244,DELL Inspiron Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) INS 5408 Thin and Lig...,"₹61,490","₹1,92,977",Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,4,"2,080 Ratings & 304 Reviews","2,080 Ratings & 304 Reviews",4 GB DDR4 RAM,2% off
245,Avita Pura Ryzen 3 Dual Core 3200U - (8 GB/256 GB SSD/Windows 10 Home in S Mode) NS14A6INU541-SWGYB Th...,"₹37,990","₹97,431",AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD35.56 cm (14 inch) Display18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),4.6,971 Ratings & 186 Reviews,971 Ratings & 186 Reviews,64 bit Windows 10 Operating System,25% off
246,Lenovo Ideapad 3 Athlon Dual Core 3050U - (4 GB/1 TB HDD/Windows 10 Home) 15ADA05 Laptop,"₹27,800","₹97,431",AMD Athlon Dual Core Processor4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,5,81 Ratings & 12 Reviews,81 Ratings & 12 Reviews,1 TB HDD,11% off
247,acer Predator Helios 300 Core i7 10th Gen - (16 GB/2 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeFor...,"₹1,50,490","₹58,990","Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System2 TB SSD39.62 cm (15.6 inch) DisplayPredatorSense, Acer Product Registration, Acer Care Center, Acer Collection, Quick Access1 Year International Travelers Warranty",5,9 Ratings & 1 Reviews,9 Ratings & 1 Reviews,39.62 cm (15.6 inch) Display,17% off
248,HP 14s Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s-DR1010TU Thin and Light Laptop,"₹72,990","₹87,989","Intel Core i7 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 2019, HP Documentation, HP SSRM, HP Smart, HP Support Assistant1 Year Onsite Warranty",4,8 Ratings & 3 Reviews,8 Ratings & 3 Reviews,Microsoft Office Home and Student 2019,33% off
249,ASUS ROG Strix G15 Core i5 10th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX ...,"₹78,990","₹37,990",Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,5,"1,156 Ratings & 182 Reviews","1,156 Ratings & 182 Reviews",1 Year Onsite Warranty,12% off
250,ASUS ZenBook 13 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX333FA-A4118T Thin and Light Lapt...,"₹72,990","₹2,16,368",Intel Core i5 Processor (8th Gen)8 GB LPDDR3 RAM64 bit Windows 10 Operating System512 GB SSD33.78 cm (13.3 inch) DisplayAsus Splendid1 Year Onsite Warranty,1,10 Ratings & 0 Reviews,10 Ratings & 0 Reviews,AMD Ryzen 5 Hexa Core Processor,16% off
251,Lenovo Ideapad Flex 5 Ryzen 5 Hexa Core 4500U 4th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 2 in...,"₹61,990","₹55,490",AMD Ryzen 5 Hexa Core Processor (4th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,4.1,3 Ratings & 1 Reviews,3 Ratings & 1 Reviews,8 GB DDR4 RAM,18% off
252,Lenovo Ideapad S340 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) S340 -14IILD La...,"₹55,890","₹49,990",Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty,4,267 Ratings & 45 Reviews,267 Ratings & 45 Reviews,64 bit Windows 10 Operating System,9% off
253,HP Pavilion Gaming Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/N...,"₹74,000","₹43,727","AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayHP Documentation, HP e-service, HP BIOS Recovery, HP Smart, HP Jumpstarts, HP Audio Switch, HP Audio Boost, HP Support Assistant, HP SSRM, Dropbox1 Year Onsite Warranty",3,281 Ratings & 18 Reviews,281 Ratings & 18 Reviews,512 GB SSD,14% off
254,msi Prestige 14 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Prestige 14 A10RAS...,"₹92,990","₹79,990","Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayCooler Boost, True Color 2.0, Nahimic 3, Creator Center1 Year Carry In Warranty",4.3,36 Ratings & 8 Reviews,36 Ratings & 8 Reviews,35.56 cm (14 inch) Touchscreen Display,38% off
255,HP Pavilion Core i5 10th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Ge...,"₹72,990","₹57,990","Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inches) DisplayHP Documentation, HP E-Service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts1 Year Onsite Warranty",5,281 Ratings & 18 Reviews,281 Ratings & 18 Reviews,Microsoft Office Home and Student 2019,35% off
256,HP Envy Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 13-ba0011tx Thin and Light ...,"₹78,990","₹41,339",Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD33.78 cm (13.3 inch) Touchscreen DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,3,36 Ratings & 8 Reviews,36 Ratings & 8 Reviews,1 Year Onsite Warranty,16% off
257,ASUS ZenBook Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) UX430UA-GV307T Thin and Light Laptop,"₹54,990","₹99,900","Intel Core i5 Processor (8th Gen)8 GB DDR3 RAM64 bit Windows 10 Operating System256 GB SSD35.56 cm (14 inch) DisplayAsus Splendid, Asus Smart Gesture, ICEsound1 Year Limited International Hardware Warranty",4,101 Ratings & 20 Reviews,101 Ratings & 20 Reviews,Intel Core i5 Processor (10th Gen),3% off
258,Lenovo ThinkPad x390 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Pro) ThinkPad X390 Thin and Light ...,"₹1,29,803","₹1,16,944",Intel Core i7 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD33.78 cm (13.3 inch) Display1 Year Onsite Warranty,5,8 Ratings & 4 Reviews,8 Ratings & 4 Reviews,8 GB DDR4 RAM,33% off
259,msi Modern 14 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Modern 14 A10RAS-1069...,"₹79,990","₹65,853","Intel Core i7 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayCooler Boost 3, True Color 2.0, Nahimic 3, Creator Center1 Year Carry In Warranty",5,8 Ratings & 2 Reviews,8 Ratings & 2 Reviews,64 bit Windows 10 Operating System,1% off
260,ASUS VivoBook S S14 Core i5 11th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) S433EA-AM501TS...,"₹60,599","₹99,000","Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 2019, My Asus, Splendid, Tru2Life1 Year Onsite Warranty",3.8,58 Ratings & 15 Reviews,58 Ratings & 15 Reviews,1 TB HDD|256 GB SSD,22% off
261,HP Spectre x360 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Pro) 13-aw0205tu 2 in 1 Laptop,"₹1,62,990","₹36,990","Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD33.78 cm (13.3 inch) Touchscreen DisplayHP Audio Switch, HP Documentation, HP e-Service, HP JumpStart, HP Support Assistant, HP Connection Optimizer, HP Command Center, HP PC Hardware Diagnostics Windows1 Year Onsite Warranty",3.7,955 Ratings & 181 Reviews,955 Ratings & 181 Reviews,39.62 cm (15.6 inch) Display,36% off
262,ASUS ExpertBook P2 Core i5 10th Gen - (8 GB/512 GB SSD/DOS/2 GB Graphics) ExpertBook P2 P2451FB Thin a...,"₹69,990","₹1,22,990",Intel Core i5 Processor (10th Gen)8 GB DDR4 RAMDOS Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,4.2,507 Ratings & 94 Reviews,507 Ratings & 94 Reviews,1 Year Onsite Warranty,27% off
263,HP Pavilion x360 Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14-dw1040TU 2 in 1 Laptop,"₹79,990","₹79,990","Intel Core i7 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen DisplayHP Audio Switch, HP ePrint, Dropbox, HP Connection Optimizer, HP Support Assistant, HP Recovery Manager, HP Documentation, HP System Event Utility, HP Jumpstart, Microsoft Office Home and Student 20191 Year Onsite Warranty",3.9,280 Ratings & 41 Reviews,280 Ratings & 41 Reviews,AMD Ryzen 5 Quad Core Processor,18% off
264,HP Pavilion x360 Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14-dw1040TU 2 in 1 Laptop,"₹79,990","₹83,368","Intel Core i7 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen DisplayHP Audio Switch, HP ePrint, Dropbox, HP Connection Optimizer, HP Support Assistant, HP Recovery Manager, HP Documentation, HP System Event Utility, HP Jumpstart, Microsoft Office Home and Student 20191 Year Onsite Warranty",4,10 Ratings & 0 Reviews,10 Ratings & 0 Reviews,8 GB DDR4 RAM,18% off
265,ASUS Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) X412FA-EK296T Thin and Light Laptop,"₹54,990","₹1,36,990","Intel Core i5 Processor (8th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayTru2Life, Splendid, My Asus1 Year Onsite Warranty",4.2,955 Ratings & 181 Reviews,955 Ratings & 181 Reviews,64 bit Windows 10 Operating System,14% off
266,HP Omen Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 16...,"₹85,990","₹94,999",AMD Ryzen 7 Octa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,4.5,341 Ratings & 27 Reviews,341 Ratings & 27 Reviews,512 GB SSD,29% off
267,Avita Pura Ryzen 3 Dual Core 3200U - (8 GB/256 GB SSD/Windows 10 Home in S Mode) NS14A6INU541-SGGYB Th...,"₹27,990","₹2,93,080",AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD35.56 cm (14 inch) Display18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),4,35 Ratings & 6 Reviews,35 Ratings & 6 Reviews,35.56 cm (14 inch) Display,36% off
268,HP Spectre x360 Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Pro) 13-aw0188TU 2 in 1 Laptop,"₹1,79,990","₹98,000","Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD33.78 cm (13.3 inch) Touchscreen DisplayHP Audio Switch, HP Documentation, HP e-Service, HP JumpStart, HP Support Assistant, HP Connection Optimizer, HP Command Center, HP PC Hardware Diagnostics Windows1 Year Onsite Warranty",4.2,9 Ratings & 4 Reviews,9 Ratings & 4 Reviews,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),3% off
269,Avita Liber V14 Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home) NS14A8INV562-OPA Thin and ...,"₹38,990","₹3,77,798",AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) Display18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),4.1,"1,909 Ratings & 244 Reviews","1,909 Ratings & 244 Reviews",Intel Core i3 Processor (11th Gen),1% off
270,ASUS VivoBook Ultra 14 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X413EA-EK302TS Thin and Li...,"₹41,990","₹98,990","Intel Core i3 Processor (11th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 2019, Splendid, Tru2Life, My Asus1 Year Onsite Warranty",4.3,9 Ratings & 3 Reviews,9 Ratings & 3 Reviews,8 GB DDR4 RAM,16% off
271,acer Aspire 5 Core i3 11th Gen - (4 GB/1 TB HDD/Windows 10 Home) A515-56 Thin and Light Laptop,"₹38,990","₹40,831","Intel Core i3 Processor (11th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayAcer Care Center, Acer Product Registration, Quick Access1 Year International Travelers Warranty (ITW)",4.5,327 Ratings & 51 Reviews,327 Ratings & 51 Reviews,64 bit Windows 10 Operating System,18% off
272,APPLE MacBook Pro with Touch Bar Core i5 8th Gen - (8 GB/256 GB SSD/Mac OS Catalina) MXK32HN/A,"₹1,17,900","₹43,296","Intel Core i5 Processor (8th Gen)8 GB LPDDR3 RAMMac OS Operating System256 GB SSD33.02 cm (13 inch) DisplayBuilt-in Apps: Photos, iMovie, GarageBand, Pages, Numbers, Keynote, Siri, Safari, Mail, FaceTime, Messages, Maps, News, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Music, Podcasts, TV, Books, App Store, Time Machine, Find My, QuickTime Player1 Year Limited Hardware Warranty",4.4,35 Ratings & 6 Reviews,35 Ratings & 6 Reviews,256 GB SSD,32% off
273,ASUS VivoBook Ultra 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) X413EP-EK511...,"₹62,990","₹51,483","Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 2019, Tru2Life, Splendid, My Asus1 Year Onsite Warranty",4.5,9 Ratings & 4 Reviews,9 Ratings & 4 Reviews,35.56 cm (14 inch) Touchscreen Display,29% off
274,ASUS Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) X409JA-EK581T Laptop,"₹47,880","₹72,999",Intel Core i5 Processor (10th Gen)8 GB DDR4 RAMWindows 10 Operating System1 TB HDD35.56 cm (14 inch) DisplayOnsite Global,4.6,"1,912 Ratings & 244 Reviews","1,912 Ratings & 244 Reviews","Microsoft Office Home and Student 2019, HP Documentation, HP Audio Switch, HP ePrint, Dropbox, HP Connection Optimizer, HP Support Assistant, HP Recovery Manager, HP System Event Utility, HP Jumpstart",14% off
275,HP 14s Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 14s-dy2500TU Thin and Light Laptop,"₹37,990","₹38,703","Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 2019, HP Documentation, HP SSRM, HP Smart, HP Support Assistant1 Year Onsite Warranty",4.3,9 Ratings & 3 Reviews,9 Ratings & 3 Reviews,1 Year Onsite Warranty,16% off
276,HP Pavilion Gaming Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,"₹83,990","₹55,490","Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD40.89 cm (16.1 inch) DisplayHP Support Assistant, HP Audio Boost, HP Audio Switch, HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Jumpstarts, Microsoft Office Home and Student 20191 Year Onsite Warranty",4.8,3 Ratings & 0 Reviews,3 Ratings & 0 Reviews,AMD Ryzen 7 Octa Core Processor,15% off
277,HP Spectre x360 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 13-aw0204TU 2 in 1 Laptop,"₹99,990","₹39,107","Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD33.78 cm (13.3 inch) Touchscreen DisplayHP Audio Switch, HP ePrint, HP Support Assistant, HP JumpStart, HP Connection Optimizer, HP PC Hardware Diagnostics, HP Command Centre, Microsoft Office Home and Student 20191 Year Onsite Warranty",4.6,4 Ratings & 1 Reviews,4 Ratings & 1 Reviews,8 GB DDR4 RAM,9% off
278,HP Pavilion x360 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14-dw1037TU 2 in 1 Laptop,"₹53,950","₹3,24,990","Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen DisplayMicrosoft Office Home and Student 2019, HP Documentation, HP Audio Switch, HP ePrint, Dropbox, HP Connection Optimizer, HP Support Assistant, HP Recovery Manager, HP System Event Utility, HP Jumpstart1 Year Onsite Warranty",4.2,10 Ratings & 3 Reviews,10 Ratings & 3 Reviews,64 bit Windows 10 Operating System,26% off
279,LG Gram 14 Core i5 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) Gram 14Z90N Laptop,"₹65,990","₹31,990",Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD35.56 cm (14 inch) Display3 Years Manufacturer Warranty,4.5,168 Ratings & 14 Reviews,168 Ratings & 14 Reviews,512 GB SSD,19% off
280,Lenovo Ideapad 3 Ryzen 3 Dual Core 3250U - (4 GB/1 TB HDD/Windows 10 Home) 15ADA05 Laptop,"₹28,990","₹2,99,191",AMD Ryzen 3 Dual Core Processor4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,5,72 Ratings & 25 Reviews,72 Ratings & 25 Reviews,35.56 cm (14 inch) Display,22% off
281,APPLE MacBook Air Core i5 10th Gen - (8 GB/512 GB SSD/Mac OS Catalina) MVH22HN/A,"₹1,09,900","₹3,26,990","Intel Core i5 Processor (10th Gen)8 GB LPDDR4X RAMMac OS Operating System512 GB SSD33.78 cm (13.3 inch) DisplayBuilt-in Apps: Photos, iMovie, GarageBand, Pages, Numbers, Keynote, Siri, Safari, Mail, FaceTime, Messages, Maps, News, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warranty",4,372 Ratings & 53 Reviews,372 Ratings & 53 Reviews,"My Asus, Splendid",43% off
282,ASUS VivoBook Ultra 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) X413EP-EK513...,"₹62,990","₹3,22,990","Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 2019, Tru2Life, Splendid, My Asus1 Year Onsite Warranty",4.3,31 Ratings & 3 Reviews,31 Ratings & 3 Reviews,1 Year Onsite Warranty,10% off
283,APPLE MacBook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MGNE3HN/A,"₹1,17,900","₹52,990","Apple M1 Processor8 GB DDR4 RAMMac OS Operating System512 GB SSD33.78 cm (13.3 inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warra­nty",3,17 Ratings & 5 Reviews,17 Ratings & 5 Reviews,AMD Ryzen 5 Quad Core Processor,25% off
284,Lenovo Thinpad E14 Core i5 10th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/512 MB Graphics) Think...,"₹57,978","₹1,56,990",Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|128 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 20191 Year by Lenovo,3,19 Ratings & 3 Reviews,19 Ratings & 3 Reviews,8 GB DDR4 RAM,10% off
285,ASUS ROG Strix G Core i5 9th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX 16...,"₹89,990","₹2,23,322",Intel Core i5 Processor (9th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,4.2,6 Ratings & 3 Reviews,6 Ratings & 3 Reviews,64 bit Windows 10 Operating System,23% off
286,acer Nitro 5 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,"₹67,990","₹2,37,937","Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayAcer Care Center, Acer Product Registration1 Year International Travelers Warranty (ITW)",4,6 Ratings & 0 Reviews,6 Ratings & 0 Reviews,1 TB HDD,1% off
287,ALIENWARE Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2070) m1...,"₹2,68,990","₹1,19,990","Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",4,14 Ratings & 7 Reviews,14 Ratings & 7 Reviews,35.56 cm (14 inch) Display,16% off
288,LG Gram Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) Gram 15Z990 Thin and Light Laptop,"₹69,990","₹1,02,900",Intel Core i5 Processor (8th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD39.62 cm (15.6 inch) Display3 Year Limited Warranty,3.9,146 Ratings & 32 Reviews,146 Ratings & 32 Reviews,1 Year Onsite Warranty,5% off
289,ALIENWARE Core i9 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2080 wit...,"₹3,44,990","₹2,91,990","Intel Core i9 Processor (10th Gen)32 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",1,24 Ratings & 5 Reviews,24 Ratings & 5 Reviews,Intel Core i5 Processor (10th Gen),28% off
